measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,13,Malaysia,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,252.42175998977,373.2010787132,153.86235556031
5,Prevalence,13,Malaysia,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,271.94311152834,405.03210141451996,174.62843037733
5,Prevalence,11,Republic of Indonesia,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,76.251700251,108.67013014097,55.6854767173
5,Prevalence,11,Republic of Indonesia,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,123.36602943478,167.55292831243,91.01089080551
5,Prevalence,24,Republic of the Marshall Islands,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,245.30836004055,419.62754796916,111.60018868238001
5,Prevalence,24,Republic of the Marshall Islands,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,350.99566042119,612.99902444038,167.34847635731
5,Prevalence,11,Republic of Indonesia,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,170.64276764153,226.66402695261002,124.51045813642999
5,Prevalence,11,Republic of Indonesia,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,175.40686569702999,237.78687608244,121.38831296407001
5,Prevalence,23,Republic of Kiribati,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,374.34106993345,650.80904849227,211.73346891364997
5,Prevalence,23,Republic of Kiribati,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,534.15670090927,896.68005529607,300.16280455901
5,Prevalence,29,Kingdom of Tonga,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,492.14784768224,788.74498209582,280.5167378952
5,Prevalence,29,Kingdom of Tonga,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,409.75085563967997,669.17598330463,236.77500551516
5,Prevalence,10,Kingdom of Cambodia,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,206.44069257735,340.77884984690996,118.97681310726
5,Prevalence,10,Kingdom of Cambodia,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,210.70401459416001,344.44543164318003,121.36942254693001
5,Prevalence,22,Republic of Fiji,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,281.51248360857,460.85446961482,156.86947882973
5,Prevalence,22,Republic of Fiji,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,397.32871143640995,645.14569507743,222.20319350848
5,Prevalence,28,Solomon Islands,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,459.69598738658004,793.08104552451,251.42066979413
5,Prevalence,28,Solomon Islands,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,379.03502882293,608.2491699242901,209.62111134876002
5,Prevalence,37,Kyrgyz Republic,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,138.07621741031,186.47937703877,98.52636303053
