measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,61,Moldova,2,Female,11,30-34 years,432,Cervical cancer,1,Number,2019,4.058834055873511,4.86780009211953,3.302930310032378
1,Deaths,61,Moldova,2,Female,11,30-34 years,432,Cervical cancer,2,Percent,2019,0.03950855197097238,0.04579852232166229,0.03362777834203723
1,Deaths,61,Moldova,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,2.492475707971247,2.9892509311413558,2.0282853276458774
1,Deaths,61,Moldova,2,Female,12,35-39 years,432,Cervical cancer,1,Number,2019,9.33457154574209,10.877702021775102,7.850053697308969
1,Deaths,61,Moldova,2,Female,12,35-39 years,432,Cervical cancer,2,Percent,2019,0.0586490637661535,0.06605485029576783,0.05162975850861442
1,Deaths,61,Moldova,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,6.087596370191773,7.093958091091091,5.119459223101327
1,Deaths,61,Moldova,2,Female,13,40-44 years,432,Cervical cancer,1,Number,2019,15.610404298407978,18.281409292787092,13.046109119752511
1,Deaths,61,Moldova,2,Female,13,40-44 years,432,Cervical cancer,2,Percent,2019,0.06622357877554282,0.07570504660824576,0.0575663917612642
1,Deaths,61,Moldova,2,Female,13,40-44 years,432,Cervical cancer,3,Rate,2019,11.123151151329203,13.026368499867953,9.295969591930485
1,Deaths,61,Moldova,2,Female,14,45-49 years,432,Cervical cancer,1,Number,2019,16.21868180007066,19.277734713994192,13.625747103264649
1,Deaths,61,Moldova,2,Female,14,45-49 years,432,Cervical cancer,2,Percent,2019,0.04707058120654978,0.05475222306928966,0.04077142284938564
1,Deaths,61,Moldova,2,Female,14,45-49 years,432,Cervical cancer,3,Rate,2019,12.802807589030616,15.21758249764593,10.755980083358477
1,Deaths,194,Lesotho,2,Female,11,30-34 years,432,Cervical cancer,1,Number,2019,7.378069230330695,12.5933015680234,3.6552950403351043
1,Deaths,194,Lesotho,2,Female,11,30-34 years,432,Cervical cancer,2,Percent,2019,0.009746264163292462,0.017349674724660393,0.0043519983345912975
1,Deaths,194,Lesotho,2,Female,11,30-34 years,432,Cervical cancer,3,Rate,2019,10.434047225419231,17.80941587597607,5.169309189578811
1,Deaths,194,Lesotho,2,Female,12,35-39 years,432,Cervical cancer,1,Number,2019,14.609615024987225,24.60089814679095,6.94268441656846
1,Deaths,194,Lesotho,2,Female,12,35-39 years,432,Cervical cancer,2,Percent,2019,0.0189803392035705,0.03376485147551228,0.008967551160716482
1,Deaths,194,Lesotho,2,Female,12,35-39 years,432,Cervical cancer,3,Rate,2019,24.514264202403403,41.279179208719576,11.64950614855897
1,Deaths,194,Lesotho,2,Female,13,40-44 years,432,Cervical cancer,1,Number,2019,23.73555035938001,40.38009311225149,11.860929205592182
1,Deaths,194,Lesotho,2,Female,13,40-44 years,432,Cervical cancer,2,Percent,2019,0.03111168538923027,0.05493167209202883,0.015611212550029629
